ID;Orden;Cliente;Tipo;Concepto;Oficina;Trßfico;Partner;Factura;Fecha factura;Moneda;Neto;IVA;Neto (local);IVA (local);Fecha econ¾mica;Fecha booking;No. asiento;Actualizado
2276;CGL26013944;NAPS-GUANAJUATO;income;IAD11;2000;road;C0002 NAPS-GUANAJUATO;;26/02/2026;MXN;15.000,00;2.400,00;15.000,00;2.400,00;16/01/2026;16/01/2026;2-003742;02/03/2026 19:01
2275;CGL26024036;NAPS-GUANAJUATO;income;PT01;2000;road;C0002 NAPS-GUANAJUATO;;26/02/2026;MXN;30.963,00;0;30.963,00;0;05/02/2026;05/02/2026;2-003741;02/03/2026 19:01
2273;CGL26024036;NAPS-GUANAJUATO;income;IAD02;2000;road;C0002 NAPS-GUANAJUATO;;26/02/2026;MXN;4.500,00;720;4.500,00;720;05/02/2026;05/02/2026;2-003741;02/03/2026 19:01
2269;CGL26024057;JOINT PRODUCTION;income;IAT02;1000;air;C0069 JOINT PRODUCTION;;26/02/2026;MXN;27.341,76;4.374,68;27.341,76;4.374,68;07/02/2026;07/02/2026;1-003740;02/03/2026 19:01
2267;CGL26024057;JOINT PRODUCTION;income;PT01;1000;air;C0069 JOINT PRODUCTION;;26/02/2026;MXN;104.327,00;0;104.327,00;0;07/02/2026;07/02/2026;1-003740;02/03/2026 19:01
2265;CGL26024057;JOINT PRODUCTION;income;IAD09;1000;air;C0069 JOINT PRODUCTION;;26/02/2026;MXN;3.000,00;480;3.000,00;480;07/02/2026;07/02/2026;1-003740;02/03/2026 19:01
2264;CGL26024057;JOINT PRODUCTION;income;IAD02;1000;air;C0069 JOINT PRODUCTION;;26/02/2026;MXN;7.200,00;1.152,00;7.200,00;1.152,00;07/02/2026;07/02/2026;1-003740;02/03/2026 19:01
2261;CGL26024107;JOINT PRODUCTION;income;IEX02;2000;road;C0081 JOINT PRODUCTION;;26/02/2026;MXN;3.600,00;576;3.600,00;576;18/02/2026;18/02/2026;2-003739;02/03/2026 19:01
2260;CGL26024107;JOINT PRODUCTION;income;ITR02;2000;road;C0081 JOINT PRODUCTION;;26/02/2026;MXN;22.000,00;3.520,00;22.000,00;3.520,00;18/02/2026;18/02/2026;2-003739;02/03/2026 19:01
2258;CGL26024106;JOINT PRODUCTION;income;ITR02;2000;road;C0081 JOINT PRODUCTION;;26/02/2026;MXN;22.000,00;3.520,00;22.000,00;3.520,00;19/02/2026;19/02/2026;2-003738;02/03/2026 19:01
2256;CGL26024075;JOINT PRODUCTION;income;ITR02;2000;road;C0081 JOINT PRODUCTION;;26/02/2026;MXN;22.000,00;3.520,00;22.000,00;3.520,00;10/02/2026;10/02/2026;2-003737;02/03/2026 19:01
2471;CGL26024071;JOINT PRODUCTION;payable;CTR08;2000;road;P0179 CAMILI FORWARDING ING;32820;25/02/2026;USD;415;0;7.144,72;0;09/02/2026;09/02/2026;8751;02/03/2026 19:02
2465;CGL26024069;JOINT PRODUCTION;payable;CAT02;2000;road;P0179 CAMILI FORWARDING ING;32810;25/02/2026;USD;415;0;7.144,72;0;09/02/2026;09/02/2026;8740;02/03/2026 19:02
2464;CGL26024069;JOINT PRODUCTION;payable;CAD02;2000;road;P0013 GRUPO CAMILI;65674;25/02/2026;MXN;2.510,00;200,8;2.510,00;200,8;09/02/2026;09/02/2026;8733;02/03/2026 19:02
2463;CGL26024069;JOINT PRODUCTION;payable;CAD07;2000;road;P0179 CAMILI FORWARDING ING;32808;25/02/2026;USD;80;0;1.377,30;0;09/02/2026;09/02/2026;8739;02/03/2026 19:02
2462;CGL26024069;JOINT PRODUCTION;payable;CAD07;2000;road;P0179 CAMILI FORWARDING ING;32809;25/02/2026;USD;80;0;1.377,30;0;09/02/2026;09/02/2026;8738;02/03/2026 19:02
2461;CGL26024069;JOINT PRODUCTION;payable;CAT02;2000;road;P0179 CAMILI FORWARDING ING;32808;25/02/2026;USD;415;0;7.144,72;0;09/02/2026;09/02/2026;8739;02/03/2026 19:02
2460;CGL26024069;JOINT PRODUCTION;payable;CAD02;2000;road;P0013 GRUPO CAMILI;65673;25/02/2026;MXN;2.510,00;200,8;2.510,00;200,8;09/02/2026;09/02/2026;8732;02/03/2026 19:02
2458;CGL26024069;JOINT PRODUCTION;payable;CAT02;2000;road;P0179 CAMILI FORWARDING ING;32809;25/02/2026;USD;415;0;7.144,72;0;09/02/2026;09/02/2026;8738;02/03/2026 19:02
2457;CGL26024069;JOINT PRODUCTION;payable;CAD02;2000;road;P0013 GRUPO CAMILI;65675;25/02/2026;MXN;2.510,00;200,8;2.510,00;200,8;09/02/2026;09/02/2026;8734;02/03/2026 19:02
2456;CGL26024069;JOINT PRODUCTION;payable;CAD07;2000;road;P0179 CAMILI FORWARDING ING;32810;25/02/2026;USD;80;0;1.377,30;0;09/02/2026;09/02/2026;8740;02/03/2026 19:02
2450;CGL26013913;SELLOS Y RETENES DE SAN LUIS;payable;PT01;2000;road;P0997 TESORERIA DE LA FEDERACION;26 24 3482 6007467;25/02/2026;MXN;92.116,00;0;92.116,00;0;06/01/2026;06/01/2026;8752;02/03/2026 19:02
2424;CGL26024045;NAPS-GUANAJUATO;payable;CAD02;2000;road;P0013 GRUPO CAMILI;65678;25/02/2026;MXN;2.210,00;176,8;2.210,00;176,8;06/02/2026;06/02/2026;8719;02/03/2026 19:02
2378;CGL26024060;JOINT PRODUCTION;payable;CTR08;2000;road;P0179 CAMILI FORWARDING ING;32813;25/02/2026;USD;415;0;7.144,72;0;06/02/2026;06/02/2026;8742;02/03/2026 19:01
2376;CGL26024060;JOINT PRODUCTION;payable;CAD07;2000;road;P0179 CAMILI FORWARDING ING;32813;25/02/2026;USD;80;0;1.377,30;0;06/02/2026;06/02/2026;8742;02/03/2026 19:01
2373;CGL26024060;JOINT PRODUCTION;payable;CAD02;2000;road;P0013 GRUPO CAMILI;65680;25/02/2026;MXN;2.510,00;200,8;2.510,00;200,8;06/02/2026;06/02/2026;8736;02/03/2026 19:01
2369;CGL26024068;JOINT PRODUCTION;payable;CTR08;2000;road;P0179 CAMILI FORWARDING ING;32812;25/02/2026;USD;415;0;7.144,72;0;09/02/2026;09/02/2026;8741;02/03/2026 19:01
2368;CGL26024068;JOINT PRODUCTION;payable;CAD02;2000;road;P0013 GRUPO CAMILI;65679;25/02/2026;MXN;2.510,00;200,8;2.510,00;200,8;09/02/2026;09/02/2026;8735;02/03/2026 19:01
2367;CGL26024068;JOINT PRODUCTION;payable;CAD07;2000;road;P0179 CAMILI FORWARDING ING;32812;25/02/2026;USD;80;0;1.377,30;0;09/02/2026;09/02/2026;8741;02/03/2026 19:01
2361;CGL26024058;JOINT PRODUCTION;payable;CAD02;1000;air;P0112 LEVISA MONTERREY AGENCIA ADUANAL;94133;25/02/2026;MXN;3.070,00;491,2;3.070,00;491,2;06/02/2026;06/02/2026;8727;02/03/2026 19:01
2356;CGL26024058;JOINT PRODUCTION;payable;CAT02;1000;air;P0993 COMPROBADOS LEVISA MONTERREY AGENCIA ADUANAL;C94133;25/02/2026;MXN;2.396,47;383,44;2.396,47;383,44;06/02/2026;06/02/2026;8730;02/03/2026 19:01
2315;CGL26024029;JOINT PRODUCTION;payable;CAT02;1000;air;P0993 COMPROBADOS LEVISA MONTERREY AGENCIA ADUANAL;C94132;25/02/2026;MXN;2.396,47;383,44;2.396,47;383,44;04/02/2026;04/02/2026;8731;02/03/2026 19:01
2311;CGL26024029;JOINT PRODUCTION;payable;CAD02;1000;air;P0112 LEVISA MONTERREY AGENCIA ADUANAL;94132;25/02/2026;MXN;3.070,00;491,2;3.070,00;491,2;04/02/2026;04/02/2026;8728;02/03/2026 19:01
2304;CGL26024082;NAPS-GUANAJUATO;payable;PT01;1000;air;P0989 COMPROBADOS GRUPO CAMILI;26 85 1780 6000057;25/02/2026;MXN;1.307,00;0;1.307,00;0;15/02/2026;15/02/2026;8724;02/03/2026 19:01
2295;CGL26024082;NAPS-GUANAJUATO;payable;CAD02;1000;air;P0013 GRUPO CAMILI;65681;25/02/2026;MXN;70;11,2;70;11,2;15/02/2026;15/02/2026;8723;02/03/2026 19:01
2224;CGL25113781;JOINT PRODUCTION;income;IAD02;1000;sea;C0069 JOINT PRODUCTION;;25/02/2026;MXN;0,01;0;0,01;0;26/11/2025;26/11/2025;1-003736;02/03/2026 19:01
2219;CGL25113781;JOINT PRODUCTION;income;PT01;1000;sea;C0069 JOINT PRODUCTION;;25/02/2026;MXN;973;0;973;0;26/11/2025;26/11/2025;1-003736;02/03/2026 19:01
2208;CGL26024040;NAPS-GUANAJUATO;income;IAD02;2000;road;C0002 NAPS-GUANAJUATO;;25/02/2026;MXN;4.200,00;672;4.200,00;672;06/02/2026;06/02/2026;2-003735;02/03/2026 19:01
2207;CGL26024040;NAPS-GUANAJUATO;income;PT01;2000;road;C0002 NAPS-GUANAJUATO;;25/02/2026;MXN;383;0;383;0;06/02/2026;06/02/2026;2-003735;02/03/2026 19:01
2205;CGL26024040;NAPS-GUANAJUATO;payable;CAD02;2000;road;P0013 GRUPO CAMILI;65677;25/02/2026;MXN;2.210,00;176,8;2.210,00;176,8;06/02/2026;06/02/2026;8705;02/03/2026 19:01
2204;CGL26024037;NAPS-GUANAJUATO;income;IAD03;2000;road;C0002 NAPS-GUANAJUATO;;25/02/2026;MXN;3.000,00;480;3.000,00;480;06/02/2026;06/02/2026;2-003734;02/03/2026 19:01
2203;CGL26024037;NAPS-GUANAJUATO;income;IAD02;2000;road;C0002 NAPS-GUANAJUATO;;25/02/2026;MXN;4.200,00;672;4.200,00;672;06/02/2026;06/02/2026;2-003734;02/03/2026 19:01
2200;CGL26024037;NAPS-GUANAJUATO;income;PT01;2000;road;C0002 NAPS-GUANAJUATO;;25/02/2026;MXN;383;0;383;0;06/02/2026;06/02/2026;2-003734;02/03/2026 19:01
2198;CGL26024042;NAPS-GUANAJUATO;income;IAT02;2000;road;C0002 NAPS-GUANAJUATO;;25/02/2026;MXN;1.604,00;256,64;1.604,00;256,64;06/02/2026;06/02/2026;2-003733;02/03/2026 19:01
2193;CGL26024042;NAPS-GUANAJUATO;income;IAD03;2000;road;C0002 NAPS-GUANAJUATO;;25/02/2026;MXN;3.000,00;480;3.000,00;480;06/02/2026;06/02/2026;2-003733;02/03/2026 19:01
2192;CGL26024042;NAPS-GUANAJUATO;income;PT01;2000;road;C0002 NAPS-GUANAJUATO;;25/02/2026;MXN;383;0;383;0;06/02/2026;06/02/2026;2-003733;02/03/2026 19:01
2191;CGL26024042;NAPS-GUANAJUATO;income;IAD02;2000;road;C0002 NAPS-GUANAJUATO;;25/02/2026;MXN;4.200,00;672;4.200,00;672;06/02/2026;06/02/2026;2-003733;02/03/2026 19:01
2158;CGL26013997;NAPS-GUANAJUATO;income;IAT02;1000;air;C0004 NAPS-GUANAJUATO;;25/02/2026;MXN;5.654,55;904,73;5.654,55;904,73;28/01/2026;28/01/2026;1-003732;02/03/2026 19:01
2157;CGL26013997;NAPS-GUANAJUATO;income;IAD09;1000;air;C0004 NAPS-GUANAJUATO;;25/02/2026;MXN;3.000,00;480;3.000,00;480;28/01/2026;28/01/2026;1-003732;02/03/2026 19:01
2155;CGL26013997;NAPS-GUANAJUATO;income;PT01;1000;air;C0004 NAPS-GUANAJUATO;;25/02/2026;MXN;32.752,00;0;32.752,00;0;28/01/2026;28/01/2026;1-003732;02/03/2026 19:01
2151;CGL26013997;NAPS-GUANAJUATO;income;IAD02;1000;air;C0004 NAPS-GUANAJUATO;;25/02/2026;MXN;7.200,00;1.152,00;7.200,00;1.152,00;28/01/2026;28/01/2026;1-003732;02/03/2026 19:01
2150;CGL26024064;JOINT PRODUCTION;income;PT01;1000;air;C0069 JOINT PRODUCTION;;25/02/2026;MXN;1.307,00;0;1.307,00;0;09/02/2026;09/02/2026;1-003731;02/03/2026 19:01
2149;CGL26024064;JOINT PRODUCTION;income;IAD02;1000;air;C0069 JOINT PRODUCTION;;25/02/2026;MXN;7.200,00;1.152,00;7.200,00;1.152,00;09/02/2026;09/02/2026;1-003731;02/03/2026 19:01
2143;CGL26024064;JOINT PRODUCTION;income;IAD09;1000;air;C0069 JOINT PRODUCTION;;25/02/2026;MXN;3.000,00;480;3.000,00;480;09/02/2026;09/02/2026;1-003731;02/03/2026 19:01
2142;CGL26024064;JOINT PRODUCTION;income;IAT02;1000;air;C0069 JOINT PRODUCTION;;25/02/2026;MXN;9.327,37;1.492,38;9.327,37;1.492,38;09/02/2026;09/02/2026;1-003731;02/03/2026 19:01
2140;CGL26024063;JOINT PRODUCTION;income;IAT02;1000;air;C0069 JOINT PRODUCTION;;25/02/2026;MXN;11.303,06;1.808,49;11.303,06;1.808,49;09/02/2026;09/02/2026;1-003730;02/03/2026 19:01
2138;CGL26024063;JOINT PRODUCTION;income;IAD09;1000;air;C0069 JOINT PRODUCTION;;25/02/2026;MXN;3.000,00;480;3.000,00;480;09/02/2026;09/02/2026;1-003730;02/03/2026 19:01
2136;CGL26024063;JOINT PRODUCTION;income;IAD02;1000;air;C0069 JOINT PRODUCTION;;25/02/2026;MXN;7.200,00;1.152,00;7.200,00;1.152,00;09/02/2026;09/02/2026;1-003730;02/03/2026 19:01
2523;CGL25123863;MEGALUMINIO SERVICIOS;payable;CTR06;1000;sea;P0027 AUTOTRANSPORTES DE CARGA TRESGUERRAS;11392 4456;24/02/2026;MXN;11.172,59;1.787,61;11.172,59;1.787,61;16/12/2025;16/12/2025;8744;02/03/2026 19:02
2445;CGL26024074;GSI ASIA PACIFIC, CO. LIMITED;payable;CTR02;2000;air;P0172 GERARDO ISRAEL FRAGOSO ZAVALA;A392;24/02/2026;MXN;10.800,00;1.728,00;10.800,00;1.728,00;10/02/2026;10/02/2026;8694;02/03/2026 19:02
2422;CGL26024045;NAPS-GUANAJUATO;payable;PT01;2000;road;P0997 TESORERIA DE LA FEDERACION;26 24 3482 6010508;24/02/2026;MXN;383;0;383;0;06/02/2026;06/02/2026;8720;02/03/2026 19:02
2395;CGL26024112;NAPS-GUANAJUATO;payable;CTR06;1000;air;P0004 MARIA ELENA SUAREZ GARCIA;B ? 3920;24/02/2026;MXN;9.000,00;1.440,00;9.000,00;1.440,00;22/02/2026;22/02/2026;8729;02/03/2026 19:01
2303;CGL26024082;NAPS-GUANAJUATO;payable;CAT02;1000;air;P0989 COMPROBADOS GRUPO CAMILI;C65669;24/02/2026;MXN;11.691,45;1.870,63;11.691,45;1.870,63;15/02/2026;15/02/2026;8716;02/03/2026 19:01
2300;CGL26024082;NAPS-GUANAJUATO;payable;CAD02;1000;air;P0013 GRUPO CAMILI;65669;24/02/2026;MXN;4.900,00;784;4.900,00;784;15/02/2026;15/02/2026;8712;02/03/2026 19:01
2294;CGL25103668;ARMOR MEXICO IMAGING SUPPLIES;income;ITR02;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;45.450,77;7.272,12;45.450,77;7.272,12;29/10/2025;29/10/2025;1-003728;02/03/2026 19:01
2290;CGL25103668;ARMOR MEXICO IMAGING SUPPLIES;income;ITR01;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;21.587,10;3.453,94;21.587,10;3.453,94;29/10/2025;29/10/2025;1-003728;02/03/2026 19:01
2288;CGL25103668;ARMOR MEXICO IMAGING SUPPLIES;income;IAD02;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;5.280,24;844,84;5.280,24;844,84;29/10/2025;29/10/2025;1-003728;02/03/2026 19:01
2285;CGL25103668;ARMOR MEXICO IMAGING SUPPLIES;income;IAT02;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;25.750,00;4.120,00;25.750,00;4.120,00;29/10/2025;29/10/2025;1-003728;02/03/2026 19:01
2283;CGL25103668;ARMOR MEXICO IMAGING SUPPLIES;income;ITR04;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;5.611,96;897,91;5.611,96;897,91;29/10/2025;29/10/2025;1-003728;02/03/2026 19:01
2282;CGL25103668;ARMOR MEXICO IMAGING SUPPLIES;income;IEX01;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;3.387,44;541,99;3.387,44;541,99;29/10/2025;29/10/2025;1-003728;02/03/2026 19:01
2279;CGL26013944;NAPS-GUANAJUATO;payable;CAD02;2000;road;P0013 GRUPO CAMILI;65667;24/02/2026;MXN;2.410,00;192,8;2.410,00;192,8;16/01/2026;16/01/2026;8718;02/03/2026 19:01
2255;CGL25123873;ARMOR MEXICO IMAGING SUPPLIES;income;ITR02;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;66.000,00;10.560,00;66.000,00;10.560,00;17/12/2025;17/12/2025;1-003726;02/03/2026 19:01
2254;CGL25123873;ARMOR MEXICO IMAGING SUPPLIES;income;IAD02;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;5.222,10;835,54;5.222,10;835,54;17/12/2025;17/12/2025;1-003726;02/03/2026 19:01
2253;CGL25123873;ARMOR MEXICO IMAGING SUPPLIES;income;IAT02;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;29.072,04;4.651,53;29.072,04;4.651,53;17/12/2025;17/12/2025;1-003726;02/03/2026 19:01
2251;CGL25123873;ARMOR MEXICO IMAGING SUPPLIES;payable;CAD02;1000;sea;P0023 CS CARGA FORWARDERS;MNZ01292;24/02/2026;MXN;4.325,00;692;4.325,00;692;17/12/2025;17/12/2025;8709;02/03/2026 19:01
2250;CGL25123873;ARMOR MEXICO IMAGING SUPPLIES;income;IEX04;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;650;104;650;104;17/12/2025;17/12/2025;1-003726;02/03/2026 19:01
2248;CGL25123873;ARMOR MEXICO IMAGING SUPPLIES;payable;CAT02;1000;sea;P0999 COMPROBADOS CS CARGA;CMNZ01292;24/02/2026;MXN;17.507,95;2.801,27;17.507,95;2.801,27;17/12/2025;17/12/2025;8714;02/03/2026 19:01
2247;CGL25123903;ARMOR MEXICO IMAGING SUPPLIES;income;IAD03;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;3.000,00;480;3.000,00;480;31/12/2025;31/12/2025;1-003727;02/03/2026 19:01
2245;CGL25123903;ARMOR MEXICO IMAGING SUPPLIES;income;IAT02;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;29.072,04;4.651,53;29.072,04;4.651,53;31/12/2025;31/12/2025;1-003727;02/03/2026 19:01
2244;CGL25123903;ARMOR MEXICO IMAGING SUPPLIES;payable;CAD02;1000;sea;P0023 CS CARGA FORWARDERS;MNZ01291;24/02/2026;MXN;4.325,00;692;4.325,00;692;31/12/2025;31/12/2025;8710;02/03/2026 19:01
2241;CGL25123903;ARMOR MEXICO IMAGING SUPPLIES;payable;CAT02;1000;sea;P0999 COMPROBADOS CS CARGA;CMNZ01291;24/02/2026;MXN;27.381,12;4.380,98;27.381,12;4.380,98;31/12/2025;31/12/2025;8715;02/03/2026 19:01
2240;CGL25123903;ARMOR MEXICO IMAGING SUPPLIES;income;ITR02;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;5.500,00;880;5.500,00;880;31/12/2025;31/12/2025;1-003727;02/03/2026 19:01
2239;CGL25123903;ARMOR MEXICO IMAGING SUPPLIES;payable;CTR03;1000;sea;P0999 COMPROBADOS CS CARGA;CMNZ01291;24/02/2026;MXN;232,76;37,24;232,76;37,24;31/12/2025;31/12/2025;8715;02/03/2026 19:01
2238;CGL25123903;ARMOR MEXICO IMAGING SUPPLIES;income;IEX01;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;3.174,96;507,99;3.174,96;507,99;31/12/2025;31/12/2025;1-003727;02/03/2026 19:01
2236;CGL25123903;ARMOR MEXICO IMAGING SUPPLIES;income;IEX04;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;650;104;650;104;31/12/2025;31/12/2025;1-003727;02/03/2026 19:01
2234;CGL25123903;ARMOR MEXICO IMAGING SUPPLIES;income;ITR03;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;1.374,04;219,85;1.374,04;219,85;31/12/2025;31/12/2025;1-003727;02/03/2026 19:01
2233;CGL25123903;ARMOR MEXICO IMAGING SUPPLIES;payable;CTR03;1000;sea;P0999 COMPROBADOS CS CARGA;CMNZ01291;24/02/2026;MXN;1.116,00;0;1.116,00;0;31/12/2025;31/12/2025;8715;02/03/2026 19:01
2228;CGL25123903;ARMOR MEXICO IMAGING SUPPLIES;income;ITR02;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;58.600,00;9.376,00;58.600,00;9.376,00;31/12/2025;31/12/2025;1-003727;02/03/2026 19:01
2227;CGL25123903;ARMOR MEXICO IMAGING SUPPLIES;income;IAD02;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;5.175,96;828,15;5.175,96;828,15;31/12/2025;31/12/2025;1-003727;02/03/2026 19:01
2226;CGL25123903;ARMOR MEXICO IMAGING SUPPLIES;payable;CEX01;1000;sea;P0999 COMPROBADOS CS CARGA;CMNZ01291;24/02/2026;MXN;2.760,84;441,73;2.760,84;441,73;31/12/2025;31/12/2025;8715;02/03/2026 19:01
2221;CGL25113781;JOINT PRODUCTION;payable;PT01;1000;sea;P0989 COMPROBADOS GRUPO CAMILI;26 16 1780 6000628;24/02/2026;MXN;973;0;973;0;26/11/2025;26/11/2025;8706;02/03/2026 19:01
2206;CGL26024040;NAPS-GUANAJUATO;payable;PT01;2000;road;P0997 TESORERIA DE LA FEDERACION;26 24 3482 6008544;24/02/2026;MXN;383;0;383;0;06/02/2026;06/02/2026;8704;02/03/2026 19:01
2188;CGL26013914;ARMOR MEXICO IMAGING SUPPLIES;income;ITR02;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;29.900,00;4.784,00;29.900,00;4.784,00;07/01/2026;07/01/2026;1-003725;02/03/2026 19:01
2187;CGL26013914;ARMOR MEXICO IMAGING SUPPLIES;income;IAD09;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;1.725,00;276;1.725,00;276;07/01/2026;07/01/2026;1-003725;02/03/2026 19:01
2186;CGL26013914;ARMOR MEXICO IMAGING SUPPLIES;payable;CAD02;1000;sea;P0023 CS CARGA FORWARDERS;MNZ01297;24/02/2026;MXN;3.525,00;564;3.525,00;564;07/01/2026;07/01/2026;8695;02/03/2026 19:01
2185;CGL26013914;ARMOR MEXICO IMAGING SUPPLIES;payable;CTR01;1000;sea;P0999 COMPROBADOS CS CARGA;CMNZ01297;24/02/2026;MXN;3.714,60;594,34;3.714,60;594,34;07/01/2026;07/01/2026;8700;02/03/2026 19:01
2184;CGL26013914;ARMOR MEXICO IMAGING SUPPLIES;income;IAT02;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;29.072,04;4.651,53;29.072,04;4.651,53;07/01/2026;07/01/2026;1-003725;02/03/2026 19:01
2183;CGL26013914;ARMOR MEXICO IMAGING SUPPLIES;income;IAD02;1000;sea;C0001 ARMOR MEXICO IMAGING SUPPLIES;;24/02/2026;MXN;5.170,50;827,28;5.170,50;827,28;07/01/2026;07/01/2026;1-003725;02/03/2026 19:01
